Site Description,Histology,Histology Description,Histology/Behavior,Histology/Behavior Description,,,,,
TONGUE (EXCL BASE OF TONGUE),801,"CARCINOMA, NOS",8011/3,"Epithelioma, malignant",,,,,
TONGUE (EXCL BASE OF TONGUE),801,"CARCINOMA, NOS",8012/3,"Large cell carcinoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),801,"CARCINOMA, NOS",8013/3,Large cell neuroendocrine carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),801,"CARCINOMA, NOS",8014/3,Large cell carcinoma with rhabdoid phenotype,,,,,
TONGUE (EXCL BASE OF TONGUE),801,"CARCINOMA, NOS",8015/3,Glassy cell carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),802,"CARCINOMA, UNDIFF., NOS",8020/3,"Carcinoma, undifferentiated type, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),802,"CARCINOMA, UNDIFF., NOS",8021/3,"Carcinoma, anaplastic type, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),802,"CARCINOMA, UNDIFF., NOS",8022/3,Pleomorphic carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),803,GIANT & SPINDLE CELL CARCINOMA,8030/3,Giant cell and spindle cell carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),803,GIANT & SPINDLE CELL CARCINOMA,8031/3,Giant cell carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),803,GIANT & SPINDLE CELL CARCINOMA,8032/3,Spindle cell carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),803,GIANT & SPINDLE CELL CARCINOMA,8033/3,Pseudosarcomatous carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),803,GIANT & SPINDLE CELL CARCINOMA,8034/3,Polygonal cell carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),803,GIANT & SPINDLE CELL CARCINOMA,8035/3,Carcinoma with osteoclast-like giant cells,,,,,
TONGUE (EXCL BASE OF TONGUE),805,"PAPILLARY CARCINOMA, NOS",8050/2,Papillary carcinoma in situ,,,,,
TONGUE (EXCL BASE OF TONGUE),805,"PAPILLARY CARCINOMA, NOS",8050/3,"Papillary carcinoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),805,"PAPILLARY CARCINOMA, NOS",8051/3,"Verrucous carcinoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),805,"PAPILLARY CARCINOMA, NOS",8052/2,"Papillary squamous cell carcinoma, non-invasive",,,,,
TONGUE (EXCL BASE OF TONGUE),805,"PAPILLARY CARCINOMA, NOS",8052/3,Papillary squamous cell carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),807,"SQUAMOUS CELL CARCINOMA, NOS",8070/2,"Squamous cell carcinoma in situ, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),807,"SQUAMOUS CELL CARCINOMA, NOS",8070/3,"Squamous cell carcinoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),807,"SQUAMOUS CELL CARCINOMA, NOS",8071/3,"Sq. cell carcinoma, keratinizing, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),807,"SQUAMOUS CELL CARCINOMA, NOS",8072/3,"Sq. cell carcinoma, lg. cell, non-ker.",,,,,
TONGUE (EXCL BASE OF TONGUE),807,"SQUAMOUS CELL CARCINOMA, NOS",8073/3,"Sq. cell carcinoma, sm. cell, non-ker.",,,,,
TONGUE (EXCL BASE OF TONGUE),807,"SQUAMOUS CELL CARCINOMA, NOS",8074/3,"Sq. cell carcinoma, spindle cell",,,,,
TONGUE (EXCL BASE OF TONGUE),807,"SQUAMOUS CELL CARCINOMA, NOS",8075/3,"Squamous cell carcinoma, adenoid",,,,,
TONGUE (EXCL BASE OF TONGUE),807,"SQUAMOUS CELL CARCINOMA, NOS",8076/2,Sq. cell carc. in situ with question. stromal invas.,,,,,
TONGUE (EXCL BASE OF TONGUE),807,"SQUAMOUS CELL CARCINOMA, NOS",8076/3,"Sq. cell carcinoma, micro-invasive",,,,,
TONGUE (EXCL BASE OF TONGUE),807,"SQUAMOUS CELL CARCINOMA, NOS",8078/3,Squamous cell carcinoma with horn formation,,,,,
TONGUE (EXCL BASE OF TONGUE),808,LYMPHOEPITHELIAL CARCINOMA,8081/2,Bowen disease,,,,,
TONGUE (EXCL BASE OF TONGUE),808,LYMPHOEPITHELIAL CARCINOMA,8082/3,Lymphoepithelial carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),808,LYMPHOEPITHELIAL CARCINOMA,8083/3,Basaloid squamous cell carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),808,LYMPHOEPITHELIAL CARCINOMA,8084/3,"Squamous cell carcinoma, clear cell type",,,,,
TONGUE (EXCL BASE OF TONGUE),814,"ADENOCARCINOMA, NOS",8140/2,Adenocarcinoma in situ,,,,,
TONGUE (EXCL BASE OF TONGUE),814,"ADENOCARCINOMA, NOS",8140/3,"Adenocarcinoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),814,"ADENOCARCINOMA, NOS",8141/3,Scirrhous adenocarcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),814,"ADENOCARCINOMA, NOS",8143/3,Superficial spreading adenocarcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),814,"ADENOCARCINOMA, NOS",8147/3,Basal cell adenocarcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),820,ADENOID CYSTIC & CRIBRIFORM CA.,8200/3,Adenoid cystic carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),820,ADENOID CYSTIC & CRIBRIFORM CA.,8201/2,Cribriform carcinoma in situ,,,,,
TONGUE (EXCL BASE OF TONGUE),820,ADENOID CYSTIC & CRIBRIFORM CA.,8201/3,Cribriform carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),825,BRONCHIOLO-ALVEOLAR ADENOCA.,8255/3,Adenocarcinoma with mixed subtypes,,,,,
TONGUE (EXCL BASE OF TONGUE),843,MUCOEPIDERMOID CARCINOMA,8430/3,Mucoepidermoid carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),848,MUCINOUS ADENOCARCINOMA,8480/3,Mucinous adenocarcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),848,MUCINOUS ADENOCARCINOMA,8481/3,Mucin-producing adenocarcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),856,ADENOSQUAMOUS CARCINOMA,8560/3,Adenosquamous carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),856,ADENOSQUAMOUS CARCINOMA,8562/3,Epithelial-myoepithelial carcinoma,,,,,
TONGUE (EXCL BASE OF TONGUE),857,ADENOCA. WITH METAPLASIA,8570/3,Adenocarcinoma with squamous metaplasia,,,,,
TONGUE (EXCL BASE OF TONGUE),857,ADENOCA. WITH METAPLASIA,8571/3,Adenocarcinoma w cartilag. & oss. metaplas.,,,,,
TONGUE (EXCL BASE OF TONGUE),857,ADENOCA. WITH METAPLASIA,8572/3,Adenocarcinoma with spindle cell mataplasia,,,,,
TONGUE (EXCL BASE OF TONGUE),857,ADENOCA. WITH METAPLASIA,8573/3,Adenocarcinoma with apocrine metaplasia,,,,,
TONGUE (EXCL BASE OF TONGUE),857,ADENOCA. WITH METAPLASIA,8574/3,Adenocarcinoma with neuroendocrine differen.,,,,,
TONGUE (EXCL BASE OF TONGUE),857,ADENOCA. WITH METAPLASIA,8575/3,"Metaplastic carcinoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),872,NEVI & MELANOMAS,8720/2,Melanoma in situ,,,,,
TONGUE (EXCL BASE OF TONGUE),872,NEVI & MELANOMAS,8720/3,"Malignant melanoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),872,NEVI & MELANOMAS,8721/3,Nodular melanoma,,,,,
TONGUE (EXCL BASE OF TONGUE),872,NEVI & MELANOMAS,8722/3,Balloon cell melanoma,,,,,
TONGUE (EXCL BASE OF TONGUE),872,NEVI & MELANOMAS,8723/3,"Malignant melanoma, regressing",,,,,
TONGUE (EXCL BASE OF TONGUE),882,"SARCOMA, NOS",8825/3,Myofibroblastic sarcoma,,,,,
TONGUE (EXCL BASE OF TONGUE),890,"RHABDOMYOSARCOMA, NOS",8900/3,"Rhabdomyosarcoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),890,"RHABDOMYOSARCOMA, NOS",8901/3,"Pleomorphic rhabdomyosarcoma, adult type",,,,,
TONGUE (EXCL BASE OF TONGUE),890,"RHABDOMYOSARCOMA, NOS",8902/3,Mixed type rhabdomyosarcoma,,,,,
TONGUE (EXCL BASE OF TONGUE),891,EMBRYONAL RHABDOMYOSARCOMA,8910/3,Embryonal rhabdomyosarcoma,,,,,
TONGUE (EXCL BASE OF TONGUE),891,EMBRYONAL RHABDOMYOSARCOMA,8912/3,Spindle cell rhabdomyosarcoma,,,,,
TONGUE (EXCL BASE OF TONGUE),894,"MIXED TUMOR, MALIGNANT, NOS",8940/3,"Mixed tumor, malignant, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),894,"MIXED TUMOR, MALIGNANT, NOS",8941/3,Carcinoma in pleomorphic adenoma,,,,,
TONGUE (EXCL BASE OF TONGUE),914,KAPOSI SARCOMA,9140/3,Kaposi sarcoma,,,,,
TONGUE (EXCL BASE OF TONGUE),959,"MALIGNANT LYMPHOMA, NOS",9590/3,"Malignant lymphoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),959,"MALIGNANT LYMPHOMA, NOS",9591/3,"Malignant lymphoma, non-Hodgkin",,,,,
TONGUE (EXCL BASE OF TONGUE),959,"MALIGNANT LYMPHOMA, NOS",9596/3,Composite Hodgkin and non-Hodgkin lymphoma,,,,,
TONGUE (EXCL BASE OF TONGUE),965,HODGKIN LYMPHOMA,9650/3,"Hodgkin lymphoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),965,HODGKIN LYMPHOMA,9651/3,"Hodgkin lymphoma, lymphocyte-rich",,,,,
TONGUE (EXCL BASE OF TONGUE),965,HODGKIN LYMPHOMA,9652/3,"Hodgkin lymphoma, mixed cellularity, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),965,HODGKIN LYMPHOMA,9653/3,"Hodgkin lymphoma, lymphocytic deplet., NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),965,HODGKIN LYMPHOMA,9654/3,"Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis",,,,,
TONGUE (EXCL BASE OF TONGUE),965,HODGKIN LYMPHOMA,9655/3,"Hodgkin lymphoma, lymphocyt. deplet., reticular",,,,,
TONGUE (EXCL BASE OF TONGUE),965,HODGKIN LYMPHOMA,9659/3,"Hodgkin lymph., nodular lymphocyte predom.",,,,,
TONGUE (EXCL BASE OF TONGUE),966,"HODGKIN LYMPHOMA, NOD. SCLER.",9661/3,Hodgkin granuloma [obs],,,,,
TONGUE (EXCL BASE OF TONGUE),966,"HODGKIN LYMPHOMA, NOD. SCLER.",9662/3,Hodgkin sarcoma [obs],,,,,
TONGUE (EXCL BASE OF TONGUE),966,"HODGKIN LYMPHOMA, NOD. SCLER.",9663/3,"Hodgkin lymphoma, nodular sclerosis, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),966,"HODGKIN LYMPHOMA, NOD. SCLER.",9664/3,"Hodgkin lymphoma, nod. scler., cellular phase",,,,,
TONGUE (EXCL BASE OF TONGUE),966,"HODGKIN LYMPHOMA, NOD. SCLER.",9665/3,"Hodgkin lymphoma, nod. scler., grade 1",,,,,
TONGUE (EXCL BASE OF TONGUE),966,"HODGKIN LYMPHOMA, NOD. SCLER.",9667/3,"Hodgkin lymphoma, nod. scler., grade 2",,,,,
TONGUE (EXCL BASE OF TONGUE),967,"ML, SMALL B-CELL LYMPHOCYTIC",9670/3,"ML, small B lymphocytic, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),967,"ML, SMALL B-CELL LYMPHOCYTIC",9671/3,"ML, lymphoplasmacytic",,,,,
TONGUE (EXCL BASE OF TONGUE),967,"ML, SMALL B-CELL LYMPHOCYTIC",9673/3,Mantle cell lymphoma,,,,,
TONGUE (EXCL BASE OF TONGUE),967,"ML, SMALL B-CELL LYMPHOCYTIC",9675/3,"ML, mixed sm. and lg. cell, diffuse",,,,,
TONGUE (EXCL BASE OF TONGUE),968,"ML, LARGE B-CELL, DIFFUSE",9680/3,"ML, large B-cell, diffuse",,,,,
TONGUE (EXCL BASE OF TONGUE),968,"ML, LARGE B-CELL, DIFFUSE",9684/3,"ML, large B-cell, diffuse, immunoblastic, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),968,"ML, LARGE B-CELL, DIFFUSE",9687/3,"Burkitt lymphoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),968,"ML, LARGE B-CELL, DIFFUSE",9688/3,T-cell histiocyte rich large B-cell lymphoma,,,,,
TONGUE (EXCL BASE OF TONGUE),969,"FOLLIC. & MARGINAL LYMPH, NOS",9690/3,"Follicular lymphoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),969,"FOLLIC. & MARGINAL LYMPH, NOS",9691/3,"Follicular lymphoma, grade 2",,,,,
TONGUE (EXCL BASE OF TONGUE),969,"FOLLIC. & MARGINAL LYMPH, NOS",9695/3,"Follicular lymphoma, grade 1",,,,,
TONGUE (EXCL BASE OF TONGUE),969,"FOLLIC. & MARGINAL LYMPH, NOS",9698/3,"Follicular lymphoma, grade 3",,,,,
TONGUE (EXCL BASE OF TONGUE),969,"FOLLIC. & MARGINAL LYMPH, NOS",9699/3,"Marginal zone B-cell lymphoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),970,T-CELL LYMPHOMAS,9701/3,Sezary syndrome,,,,,
TONGUE (EXCL BASE OF TONGUE),970,T-CELL LYMPHOMAS,9702/3,"Mature T-cell lymphoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),970,T-CELL LYMPHOMAS,9705/3,Angioimmunoblastic T-cell lymphoma,,,,,
TONGUE (EXCL BASE OF TONGUE),971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9712/3,Intravascular large B-cell lymphoma,,,,,
TONGUE (EXCL BASE OF TONGUE),971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9714/3,"Anaplastic large cell lymphoma, T-cell and Null cell type",,,,,
TONGUE (EXCL BASE OF TONGUE),971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9715/3,"Anaplastic large cell lymphoma, ALK negative",,,,,
TONGUE (EXCL BASE OF TONGUE),971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9719/3,"NK/T-cell lymphoma, nasal and nasal-type",,,,,
TONGUE (EXCL BASE OF TONGUE),972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9724/3,SystemicEBV pos. T-cell lymphoproliferative disease of childhood,,,,,
TONGUE (EXCL BASE OF TONGUE),972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9727/3,"Precursor cell lymphoblastic lymphoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9728/3,Precursor B-cell lymphoblastic lymphoma,,,,,
TONGUE (EXCL BASE OF TONGUE),972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9729/3,Precursor T-cell lymphoblastic lymphoma,,,,,
TONGUE (EXCL BASE OF TONGUE),973,PLASMA CELL TUMORS,9731/3,"Plasmacytoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),973,PLASMA CELL TUMORS,9734/3,"Plasmacytoma, extramedullary",,,,,
TONGUE (EXCL BASE OF TONGUE),973,PLASMA CELL TUMORS,9735/3,Plasmablastic lymphoma,,,,,
TONGUE (EXCL BASE OF TONGUE),973,PLASMA CELL TUMORS,9737/3,ALK positive large B-cell lymphoma,,,,,
TONGUE (EXCL BASE OF TONGUE),973,PLASMA CELL TUMORS,9738/3,Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ,,,,,
TONGUE (EXCL BASE OF TONGUE),974,MAST CELL TUMORS,9740/3,Mast cell sarcoma,,,,,
TONGUE (EXCL BASE OF TONGUE),974,MAST CELL TUMORS,9741/3,Malignant mastocytosis,,,,,
TONGUE (EXCL BASE OF TONGUE),974,MAST CELL TUMORS,9749/3,Erdhiem-Chester Disease,,,,,
TONGUE (EXCL BASE OF TONGUE),975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9750/3,Malignant histiocytosis,,,,,
TONGUE (EXCL BASE OF TONGUE),975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9751/3,"Langerhans cell histiocytosis, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9754/3,"Langerhans cell histiocytosis, disseminated",,,,,
TONGUE (EXCL BASE OF TONGUE),975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9755/3,Histiocytic sarcoma,,,,,
TONGUE (EXCL BASE OF TONGUE),975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9756/3,Langerhans cell sarcoma,,,,,
TONGUE (EXCL BASE OF TONGUE),975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9757/3,Interdigitating dendritic cell sarcoma,,,,,
TONGUE (EXCL BASE OF TONGUE),975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9758/3,Follicular dendritic cell sarcoma,,,,,
TONGUE (EXCL BASE OF TONGUE),975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9759/3,Fibroblastic reticular cell tumor,,,,,
TONGUE (EXCL BASE OF TONGUE),976,IMMUNOPROLIFERATIVE DISEASES,9766/3,"Lymphomatoid granulomatosis, grade 3",,,,,
TONGUE (EXCL BASE OF TONGUE),981,PRECURSOR LYMPHOID NEOPLASMS,9811/3,"B lymphoblastic leukemia/lymphoma, NOS",,,,,
TONGUE (EXCL BASE OF TONGUE),981,PRECURSOR LYMPHOID NEOPLASMS,9812/3,Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1,,,,,
TONGUE (EXCL BASE OF TONGUE),981,PRECURSOR LYMPHOID NEOPLASMS,9813/3,Leukemia/lymphoma with t(v;11q23);MLL rearranged,,,,,
TONGUE (EXCL BASE OF TONGUE),981,PRECURSOR LYMPHOID NEOPLASMS,9814/3,Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1),,,,,
TONGUE (EXCL BASE OF TONGUE),981,PRECURSOR LYMPHOID NEOPLASMS,9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy,,,,,
TONGUE (EXCL BASE OF TONGUE),981,PRECURSOR LYMPHOID NEOPLASMS,9816/3,Leukemia/lymphoma with hypodiploidy (hypodiploid ALL),,,,,
TONGUE (EXCL BASE OF TONGUE),981,PRECURSOR LYMPHOID NEOPLASMS,9817/3,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH,,,,,
TONGUE (EXCL BASE OF TONGUE),981,PRECURSOR LYMPHOID NEOPLASMS,9818/3,Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1),,,,,
TONGUE (EXCL BASE OF TONGUE),981,PRECURSOR LYMPHOID NEOPLASMS,9819/3,"B-lymphocytic leukemia/lymphoma, BCR-ABL1-like",,,,,
TONGUE (EXCL BASE OF TONGUE),982,"LYMPHOID LEUKEMIA, NOS",9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma,,,,,
TONGUE (EXCL BASE OF TONGUE),983,PROLYMPH/PRECURS LEUKEMIA,9831/3,T-cell large granular lymphocytic leukemia,,,,,
TONGUE (EXCL BASE OF TONGUE),983,PROLYMPH/PRECURS LEUKEMIA,9837/3,T lymphoblastic leukemia/lymphoma,,,,,
TONGUE (EXCL BASE OF TONGUE),996,CHRONIC MYELOPROLIFERATIVE DIS.,9965/3,Myeloid and lymphoid neoplasms with PDGFRB rearrangement,,,,,
TONGUE (EXCL BASE OF TONGUE),996,CHRONIC MYELOPROLIFERATIVE DIS.,9967/3,Myeloid and lymphoid neoplasm with FGFR1 abnormalities,,,,,
TONGUE (EXCL BASE OF TONGUE),997,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,9971/3,Polymorphic PTLD,,,,,
TONGUE (EXCL BASE OF TONGUE),997,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,9975/3,"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",800,NEOPLASM,8000/3,"Neoplasm, malignant",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",800,NEOPLASM,8001/3,"Tumor cells, malignant",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",800,NEOPLASM,8002/3,"Malignant tumor, small cell type",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",800,NEOPLASM,8003/3,"Malignant tumor, giant cell type",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",800,NEOPLASM,8004/3,"Malignant tumor, spindle cell type",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",800,NEOPLASM,8005/3,"Malignant tumor, clear cell type",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS",8010/2,"Carcinoma in situ, NOS",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS",8010/3,"Carcinoma, NOS",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS",8011/3,"Epithelioma, malignant",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS",8012/3,"Large cell carcinoma, NOS",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS",8013/3,Large cell neuroendocrine carcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS",8014/3,Large cell carcinoma with rhabdoid phenotype,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS",8015/3,Glassy cell carcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",802,"CARCINOMA, UNDIFF., NOS",8020/3,"Carcinoma, undifferentiated type, NOS",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",802,"CARCINOMA, UNDIFF., NOS",8021/3,"Carcinoma, anaplastic type, NOS",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",802,"CARCINOMA, UNDIFF., NOS",8022/3,Pleomorphic carcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",803,GIANT & SPINDLE CELL CARCINOMA,8030/3,Giant cell and spindle cell carcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",803,GIANT & SPINDLE CELL CARCINOMA,8031/3,Giant cell carcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",803,GIANT & SPINDLE CELL CARCINOMA,8032/3,Spindle cell carcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",803,GIANT & SPINDLE CELL CARCINOMA,8033/3,Pseudosarcomatous carcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",803,GIANT & SPINDLE CELL CARCINOMA,8034/3,Polygonal cell carcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",803,GIANT & SPINDLE CELL CARCINOMA,8035/3,Carcinoma with osteoclast-like giant cells,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",805,"PAPILLARY CARCINOMA, NOS",8050/2,Papillary carcinoma in situ,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",805,"PAPILLARY CARCINOMA, NOS",8050/3,"Papillary carcinoma, NOS",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",805,"PAPILLARY CARCINOMA, NOS",8051/3,"Verrucous carcinoma, NOS",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",805,"PAPILLARY CARCINOMA, NOS",8052/2,"Papillary squamous cell carcinoma, non-invasive",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",805,"PAPILLARY CARCINOMA, NOS",8052/3,Papillary squamous cell carcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS",8070/2,"Squamous cell carcinoma in situ, NOS",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS",8070/3,"Squamous cell carcinoma, NOS",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS",8071/3,"Sq. cell carcinoma, keratinizing, NOS",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS",8072/3,"Sq. cell carcinoma, lg. cell, non-ker.",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS",8073/3,"Sq. cell carcinoma, sm. cell, non-ker.",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS",8074/3,"Sq. cell carcinoma, spindle cell",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS",8075/3,"Squamous cell carcinoma, adenoid",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS",8076/2,Sq. cell carc. in situ with question. stromal invas.,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS",8076/3,"Sq. cell carcinoma, micro-invasive",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS",8078/3,Squamous cell carcinoma with horn formation,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",808,LYMPHOEPITHELIAL CARCINOMA,8081/2,Bowen disease,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",808,LYMPHOEPITHELIAL CARCINOMA,8082/3,Lymphoepithelial carcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",808,LYMPHOEPITHELIAL CARCINOMA,8083/3,Basaloid squamous cell carcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",808,LYMPHOEPITHELIAL CARCINOMA,8084/3,"Squamous cell carcinoma, clear cell type",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",814,"ADENOCARCINOMA, NOS",8140/2,Adenocarcinoma in situ,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",814,"ADENOCARCINOMA, NOS",8140/3,"Adenocarcinoma, NOS",,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",814,"ADENOCARCINOMA, NOS",8141/3,Scirrhous adenocarcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",814,"ADENOCARCINOMA, NOS",8143/3,Superficial spreading adenocarcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",814,"ADENOCARCINOMA, NOS",8147/3,Basal cell adenocarcinoma,,,,,
"GUM, FLOOR OF MOUTH, & OTHER MOUTH",820,ADENOID CYSTIC & CRIBRIFORM CA.,8200/3,Adenoid cystic carcinoma,,,,,
